#   See ftp://ftp.ncbi.nlm.nih.gov/genomes/README_assembly_summary.txt for a description of the columns in this file.
# assembly_accession	bioproject	biosample	wgs_master	refseq_category	taxid	species_taxid	organism_name	infraspecific_name	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	submitter	gbrs_paired_asm	paired_asm_comp	ftp_path	excluded_from_refseq	relation_to_type_material
GCF_000790725.1	PRJNA224116	SAMN03105586	JTTB00000000.1	na	287	287	Pseudomonas aeruginosa	strain=AZPAE14887		latest	Scaffold	Major	Full	2014/12/04	AZPAE14887	AstraZeneca	GCA_000790725.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/790/725/GCF_000790725.1_AZPAE14887		
GCF_000790735.1	PRJNA224116	SAMN03105738	JTNF00000000.1	na	287	287	Pseudomonas aeruginosa	strain=AZPAE15041		latest	Scaffold	Major	Full	2014/12/04	AZPAE15041	AstraZeneca	GCA_000790735.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/790/735/GCF_000790735.1_AZPAE15041		
GCF_000790765.1	PRJNA224116	SAMN03105740	JTND00000000.1	na	287	287	Pseudomonas aeruginosa	strain=AZPAE15043		latest	Scaffold	Major	Full	2014/12/04	AZPAE15043	AstraZeneca	GCA_000790765.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/790/765/GCF_000790765.1_AZPAE15043		
GCF_000790785.1	PRJNA224116	SAMN03105587	JTTA00000000.1	na	287	287	Pseudomonas aeruginosa	strain=AZPAE14888		latest	Scaffold	Major	Full	2014/12/04	AZPAE14888	AstraZeneca	GCA_000790785.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/790/785/GCF_000790785.1_AZPAE14888		
GCF_000790805.1	PRJNA224116	SAMN03105588	JTSZ00000000.1	na	287	287	Pseudomonas aeruginosa	strain=AZPAE14889		latest	Scaffold	Major	Full	2014/12/04	AZPAE14889	AstraZeneca	GCA_000790805.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/790/805/GCF_000790805.1_AZPAE14889		
GCF_000790825.1	PRJNA224116	SAMN03105589	JTSY00000000.1	na	287	287	Pseudomonas aeruginosa	strain=AZPAE14890		latest	Scaffold	Major	Full	2014/12/04	AZPAE14890	AstraZeneca	GCA_000790825.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/790/825/GCF_000790825.1_AZPAE14890		
GCF_000790835.1	PRJNA224116	SAMN03105744	JTMZ00000000.1	na	287	287	Pseudomonas aeruginosa	strain=AZPAE15047		latest	Scaffold	Major	Full	2014/12/04	AZPAE15047	AstraZeneca	GCA_000790835.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/790/835/GCF_000790835.1_AZPAE15047		
GCF_000790865.1	PRJNA224116	SAMN03105590	JTSX00000000.1	na	287	287	Pseudomonas aeruginosa	strain=AZPAE14891		latest	Scaffold	Major	Full	2014/12/04	AZPAE14891	AstraZeneca	GCA_000790865.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/790/865/GCF_000790865.1_AZPAE14891		
GCF_000790885.1	PRJNA224116	SAMN03105591	JTSW00000000.1	na	287	287	Pseudomonas aeruginosa	strain=AZPAE14892		latest	Scaffold	Major	Full	2014/12/04	AZPAE14892	AstraZeneca	GCA_000790885.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/790/885/GCF_000790885.1_AZPAE14892		
GCF_000790905.1	PRJNA224116	SAMN03105592	JTSV00000000.1	na	287	287	Pseudomonas aeruginosa	strain=AZPAE14893		latest	Scaffold	Major	Full	2014/12/04	AZPAE14893	AstraZeneca	GCA_000790905.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/790/905/GCF_000790905.1_AZPAE14893		
GCF_000790915.1	PRJNA224116	SAMN03105737	JTNG00000000.1	na	287	287	Pseudomonas aeruginosa	strain=AZPAE15040		latest	Scaffold	Major	Full	2014/12/04	AZPAE15040	AstraZeneca	GCA_000790915.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/790/915/GCF_000790915.1_AZPAE15040		
GCF_000790935.1	PRJNA224116	SAMN03105593	JTSU00000000.1	na	287	287	Pseudomonas aeruginosa	strain=AZPAE14894		latest	Scaffold	Major	Full	2014/12/04	AZPAE14894	AstraZeneca	GCA_000790935.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/790/935/GCF_000790935.1_AZPAE14894		
GCF_000790965.1	PRJNA224116	SAMN03105594	JTST00000000.1	na	287	287	Pseudomonas aeruginosa	strain=AZPAE14895		latest	Scaffold	Major	Full	2014/12/04	AZPAE14895	AstraZeneca	GCA_000790965.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/790/965/GCF_000790965.1_AZPAE14895		
GCF_000790985.1	PRJNA224116	SAMN03105742	JTNB00000000.1	na	287	287	Pseudomonas aeruginosa	strain=AZPAE15045		latest	Scaffold	Major	Full	2014/12/04	AZPAE15045	AstraZeneca	GCA_000790985.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/790/985/GCF_000790985.1_AZPAE15045		
GCF_000791005.1	PRJNA224116	SAMN03105722	JTNV00000000.1	na	287	287	Pseudomonas aeruginosa	strain=AZPAE15025		latest	Scaffold	Major	Full	2014/12/04	AZPAE15025	AstraZeneca	GCA_000791005.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/791/005/GCF_000791005.1_AZPAE15025		
GCF_000791025.1	PRJNA224116	SAMN03105595	JTSS00000000.1	na	287	287	Pseudomonas aeruginosa	strain=AZPAE14897		latest	Scaffold	Major	Full	2014/12/04	AZPAE14897	AstraZeneca	GCA_000791025.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/791/025/GCF_000791025.1_AZPAE14897		
GCF_000791035.1	PRJNA224116	SAMN03105596	JTSR00000000.1	na	287	287	Pseudomonas aeruginosa	strain=AZPAE14898		latest	Scaffold	Major	Full	2014/12/04	AZPAE14898	AstraZeneca	GCA_000791035.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/791/035/GCF_000791035.1_AZPAE14898		
GCF_000791065.1	PRJNA224116	SAMN03105597	JTSQ00000000.1	na	287	287	Pseudomonas aeruginosa	strain=AZPAE14899		latest	Scaffold	Major	Full	2014/12/04	AZPAE14899	AstraZeneca	GCA_000791065.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/791/065/GCF_000791065.1_AZPAE14899		
GCF_000791085.1	PRJNA224116	SAMN03105598	JTSP00000000.1	na	287	287	Pseudomonas aeruginosa	strain=AZPAE14900		latest	Scaffold	Major	Full	2014/12/04	AZPAE14900	AstraZeneca	GCA_000791085.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/791/085/GCF_000791085.1_AZPAE14900		
GCF_000791105.1	PRJNA224116	SAMN03105599	JTSO00000000.1	na	287	287	Pseudomonas aeruginosa	strain=AZPAE14901		latest	Scaffold	Major	Full	2014/12/04	AZPAE14901	AstraZeneca	GCA_000791105.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/791/105/GCF_000791105.1_AZPAE14901		
GCF_000791125.1	PRJNA224116	SAMN03105600	JTSN00000000.1	na	287	287	Pseudomonas aeruginosa	strain=AZPAE14902		latest	Scaffold	Major	Full	2014/12/04	AZPAE14902	AstraZeneca	GCA_000791125.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/791/125/GCF_000791125.1_AZPAE14902		
GCF_000791145.1	PRJNA224116	SAMN03105601	JTSM00000000.1	na	287	287	Pseudomonas aeruginosa	strain=AZPAE14903		latest	Scaffold	Major	Full	2014/12/04	AZPAE14903	AstraZeneca	GCA_000791145.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/791/145/GCF_000791145.1_AZPAE14903		
GCF_000791155.1	PRJNA224116	SAMN03105602	JTSL00000000.1	na	287	287	Pseudomonas aeruginosa	strain=AZPAE14904		latest	Scaffold	Major	Full	2014/12/04	AZPAE14904	AstraZeneca	GCA_000791155.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/791/155/GCF_000791155.1_AZPAE14904		
GCF_000791185.1	PRJNA224116	SAMN03105620	JTRT00000000.1	na	287	287	Pseudomonas aeruginosa	strain=AZPAE14922		latest	Scaffold	Major	Full	2014/12/04	AZPAE14922	AstraZeneca	GCA_000791185.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/791/185/GCF_000791185.1_AZPAE14922		
GCF_000791205.1	PRJNA224116	SAMN03105621	JTRS00000000.1	na	287	287	Pseudomonas aeruginosa	strain=AZPAE14923		latest	Scaffold	Major	Full	2014/12/04	AZPAE14923	AstraZeneca	GCA_000791205.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/791/205/GCF_000791205.1_AZPAE14923		
GCF_000791225.1	PRJNA224116	SAMN03105622	JTRR00000000.1	na	287	287	Pseudomonas aeruginosa	strain=AZPAE14924		latest	Scaffold	Major	Full	2014/12/04	AZPAE14924	AstraZeneca	GCA_000791225.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/791/225/GCF_000791225.1_AZPAE14924		
GCF_000791235.1	PRJNA224116	SAMN03105724	JTNT00000000.1	na	287	287	Pseudomonas aeruginosa	strain=AZPAE15027		latest	Scaffold	Major	Full	2014/12/04	AZPAE15027	AstraZeneca	GCA_000791235.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/791/235/GCF_000791235.1_AZPAE15027		
GCF_000791265.1	PRJNA224116	SAMN03105623	JTRQ00000000.1	na	287	287	Pseudomonas aeruginosa	strain=AZPAE14925		latest	Scaffold	Major	Full	2014/12/04	AZPAE14925	AstraZeneca	GCA_000791265.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/791/265/GCF_000791265.1_AZPAE14925		
GCF_000791275.1	PRJNA224116	SAMN03105624	JTRP00000000.1	na	287	287	Pseudomonas aeruginosa	strain=AZPAE14926		latest	Scaffold	Major	Full	2014/12/04	AZPAE14926	AstraZeneca	GCA_000791275.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/791/275/GCF_000791275.1_AZPAE14926		
GCF_000791305.1	PRJNA224116	SAMN03105625	JTRO00000000.1	na	287	287	Pseudomonas aeruginosa	strain=AZPAE14927		latest	Scaffold	Major	Full	2014/12/04	AZPAE14927	AstraZeneca	GCA_000791305.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/791/305/GCF_000791305.1_AZPAE14927		
GCF_000791325.1	PRJNA224116	SAMN03105626	JTRN00000000.1	na	287	287	Pseudomonas aeruginosa	strain=AZPAE14928		latest	Scaffold	Major	Full	2014/12/04	AZPAE14928	AstraZeneca	GCA_000791325.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/791/325/GCF_000791325.1_AZPAE14928		
GCF_000791345.1	PRJNA224116	SAMN03105641	JTQY00000000.1	na	287	287	Pseudomonas aeruginosa	strain=AZPAE14943		latest	Scaffold	Major	Full	2014/12/04	AZPAE14943	AstraZeneca	GCA_000791345.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/791/345/GCF_000791345.1_AZPAE14943		
GCF_000791365.1	PRJNA224116	SAMN03105723	JTNU00000000.1	na	287	287	Pseudomonas aeruginosa	strain=AZPAE15026		latest	Scaffold	Major	Full	2014/12/04	AZPAE15026	AstraZeneca	GCA_000791365.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/791/365/GCF_000791365.1_AZPAE15026		
GCF_000791385.1	PRJNA224116	SAMN03105751	JTMS00000000.1	na	287	287	Pseudomonas aeruginosa	strain=AZPAE15054		latest	Scaffold	Major	Full	2014/12/04	AZPAE15054	AstraZeneca	GCA_000791385.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/791/385/GCF_000791385.1_AZPAE15054		
GCF_000791405.1	PRJNA224116	SAMN03105643	JTQW00000000.1	na	287	287	Pseudomonas aeruginosa	strain=AZPAE14945		latest	Scaffold	Major	Full	2014/12/04	AZPAE14945	AstraZeneca	GCA_000791405.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/791/405/GCF_000791405.1_AZPAE14945		
GCF_000791425.1	PRJNA224116	SAMN03105642	JTQX00000000.1	na	287	287	Pseudomonas aeruginosa	strain=AZPAE14944		latest	Scaffold	Major	Full	2014/12/04	AZPAE14944	AstraZeneca	GCA_000791425.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/791/425/GCF_000791425.1_AZPAE14944		
GCF_000791445.1	PRJNA224116	SAMN03105644	JTQV00000000.1	na	287	287	Pseudomonas aeruginosa	strain=AZPAE14946		latest	Scaffold	Major	Full	2014/12/04	AZPAE14946	AstraZeneca	GCA_000791445.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/791/445/GCF_000791445.1_AZPAE14946		
GCF_000791465.1	PRJNA224116	SAMN03105749	JTMU00000000.1	na	287	287	Pseudomonas aeruginosa	strain=AZPAE15052		latest	Scaffold	Major	Full	2014/12/04	AZPAE15052	AstraZeneca	GCA_000791465.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/791/465/GCF_000791465.1_AZPAE15052		
GCF_000791485.1	PRJNA224116	SAMN03105646	JTQT00000000.1	na	287	287	Pseudomonas aeruginosa	strain=AZPAE14948		latest	Scaffold	Major	Full	2014/12/04	AZPAE14948	AstraZeneca	GCA_000791485.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/791/485/GCF_000791485.1_AZPAE14948		
GCF_000791495.1	PRJNA224116	SAMN03105647	JTQS00000000.1	na	287	287	Pseudomonas aeruginosa	strain=AZPAE14949		latest	Scaffold	Major	Full	2014/12/04	AZPAE14949	AstraZeneca	GCA_000791495.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/791/495/GCF_000791495.1_AZPAE14949		
GCF_000791525.1	PRJNA224116	SAMN03105648	JTQR00000000.1	na	287	287	Pseudomonas aeruginosa	strain=AZPAE14950		latest	Scaffold	Major	Full	2014/12/04	AZPAE14950	AstraZeneca	GCA_000791525.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/791/525/GCF_000791525.1_AZPAE14950		
GCF_000791545.1	PRJNA224116	SAMN03105649	JTQQ00000000.1	na	287	287	Pseudomonas aeruginosa	strain=AZPAE14951		latest	Scaffold	Major	Full	2014/12/04	AZPAE14951	AstraZeneca	GCA_000791545.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/791/545/GCF_000791545.1_AZPAE14951		
GCF_000791565.1	PRJNA224116	SAMN03105729	JTNO00000000.1	na	287	287	Pseudomonas aeruginosa	strain=AZPAE15032		latest	Scaffold	Major	Full	2014/12/04	AZPAE15032	AstraZeneca	GCA_000791565.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/791/565/GCF_000791565.1_AZPAE15032		
GCF_000791585.1	PRJNA224116	SAMN03105650	JTQP00000000.1	na	287	287	Pseudomonas aeruginosa	strain=AZPAE14952		latest	Scaffold	Major	Full	2014/12/04	AZPAE14952	AstraZeneca	GCA_000791585.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/791/585/GCF_000791585.1_AZPAE14952		
GCF_000791605.1	PRJNA224116	SAMN03105651	JTQO00000000.1	na	287	287	Pseudomonas aeruginosa	strain=AZPAE14953		latest	Scaffold	Major	Full	2014/12/04	AZPAE14953	AstraZeneca	GCA_000791605.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/791/605/GCF_000791605.1_AZPAE14953		
GCF_000791625.1	PRJNA224116	SAMN03105652	JTQN00000000.1	na	287	287	Pseudomonas aeruginosa	strain=AZPAE14954		latest	Scaffold	Major	Full	2014/12/04	AZPAE14954	AstraZeneca	GCA_000791625.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/791/625/GCF_000791625.1_AZPAE14954		
GCF_000791635.1	PRJNA224116	SAMN03105653	JTQM00000000.1	na	287	287	Pseudomonas aeruginosa	strain=AZPAE14955		latest	Scaffold	Major	Full	2014/12/04	AZPAE14955	AstraZeneca	GCA_000791635.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/791/635/GCF_000791635.1_AZPAE14955		
GCF_000791665.1	PRJNA224116	SAMN03105747	JTMW00000000.1	na	287	287	Pseudomonas aeruginosa	strain=AZPAE15050		latest	Scaffold	Major	Full	2014/12/04	AZPAE15050	AstraZeneca	GCA_000791665.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/791/665/GCF_000791665.1_AZPAE15050		
GCF_000791685.1	PRJNA224116	SAMN03105654	JTQL00000000.1	na	287	287	Pseudomonas aeruginosa	strain=AZPAE14956		latest	Scaffold	Major	Full	2014/12/04	AZPAE14956	AstraZeneca	GCA_000791685.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/791/685/GCF_000791685.1_AZPAE14956		
GCF_000791705.1	PRJNA224116	SAMN03105655	JTQK00000000.1	na	287	287	Pseudomonas aeruginosa	strain=AZPAE14957		latest	Scaffold	Major	Full	2014/12/04	AZPAE14957	AstraZeneca	GCA_000791705.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/791/705/GCF_000791705.1_AZPAE14957		
GCF_000791725.1	PRJNA224116	SAMN03105656	JTQJ00000000.1	na	287	287	Pseudomonas aeruginosa	strain=AZPAE14958		latest	Scaffold	Major	Full	2014/12/04	AZPAE14958	AstraZeneca	GCA_000791725.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/791/725/GCF_000791725.1_AZPAE14958		
GCF_000791735.1	PRJNA224116	SAMN03105657	JTQI00000000.1	na	287	287	Pseudomonas aeruginosa	strain=AZPAE14959		latest	Scaffold	Major	Full	2014/12/04	AZPAE14959	AstraZeneca	GCA_000791735.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/791/735/GCF_000791735.1_AZPAE14959		
GCF_000791765.1	PRJNA224116	SAMN03105658	JTQH00000000.1	na	287	287	Pseudomonas aeruginosa	strain=AZPAE14960		latest	Scaffold	Major	Full	2014/12/04	AZPAE14960	AstraZeneca	GCA_000791765.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/791/765/GCF_000791765.1_AZPAE14960		
GCF_000791785.1	PRJNA224116	SAMN03105659	JTQG00000000.1	na	287	287	Pseudomonas aeruginosa	strain=AZPAE14961		latest	Scaffold	Major	Full	2014/12/04	AZPAE14961	AstraZeneca	GCA_000791785.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/791/785/GCF_000791785.1_AZPAE14961		
GCF_000791805.1	PRJNA224116	SAMN03105660	JTQF00000000.1	na	287	287	Pseudomonas aeruginosa	strain=AZPAE14962		latest	Scaffold	Major	Full	2014/12/04	AZPAE14962	AstraZeneca	GCA_000791805.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/791/805/GCF_000791805.1_AZPAE14962		
GCF_000791825.1	PRJNA224116	SAMN03105661	JTQE00000000.1	na	287	287	Pseudomonas aeruginosa	strain=AZPAE14963		latest	Scaffold	Major	Full	2014/12/04	AZPAE14963	AstraZeneca	GCA_000791825.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/791/825/GCF_000791825.1_AZPAE14963		
GCF_000791835.1	PRJNA224116	SAMN03105662	JTQD00000000.1	na	287	287	Pseudomonas aeruginosa	strain=AZPAE14964		latest	Scaffold	Major	Full	2014/12/04	AZPAE14964	AstraZeneca	GCA_000791835.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/791/835/GCF_000791835.1_AZPAE14964		
GCF_000791855.1	PRJNA224116	SAMN03105728	JTNP00000000.1	na	287	287	Pseudomonas aeruginosa	strain=AZPAE15031		latest	Scaffold	Major	Full	2014/12/04	AZPAE15031	AstraZeneca	GCA_000791855.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/791/855/GCF_000791855.1_AZPAE15031		
GCF_000791885.1	PRJNA224116	SAMN03105664	JTQB00000000.1	na	287	287	Pseudomonas aeruginosa	strain=AZPAE14967		latest	Scaffold	Major	Full	2014/12/04	AZPAE14967	AstraZeneca	GCA_000791885.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/791/885/GCF_000791885.1_AZPAE14967		
GCF_000791905.1	PRJNA224116	SAMN03105663	JTQC00000000.1	na	287	287	Pseudomonas aeruginosa	strain=AZPAE14965		latest	Scaffold	Major	Full	2014/12/04	AZPAE14965	AstraZeneca	GCA_000791905.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/791/905/GCF_000791905.1_AZPAE14965		
GCF_000791915.1	PRJNA224116	SAMN03105665	JTQA00000000.1	na	287	287	Pseudomonas aeruginosa	strain=AZPAE14968		latest	Scaffold	Major	Full	2014/12/04	AZPAE14968	AstraZeneca	GCA_000791915.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/791/915/GCF_000791915.1_AZPAE14968		
GCF_000791945.1	PRJNA224116	SAMN03105666	JTPZ00000000.1	na	287	287	Pseudomonas aeruginosa	strain=AZPAE14969		latest	Scaffold	Major	Full	2014/12/04	AZPAE14969	AstraZeneca	GCA_000791945.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/791/945/GCF_000791945.1_AZPAE14969		
GCF_000791965.1	PRJNA224116	SAMN03105667	JTPY00000000.1	na	287	287	Pseudomonas aeruginosa	strain=AZPAE14970		latest	Scaffold	Major	Full	2014/12/04	AZPAE14970	AstraZeneca	GCA_000791965.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/791/965/GCF_000791965.1_AZPAE14970		
GCF_000791985.1	PRJNA224116	SAMN03105727	JTNQ00000000.1	na	287	287	Pseudomonas aeruginosa	strain=AZPAE15030		latest	Scaffold	Major	Full	2014/12/04	AZPAE15030	AstraZeneca	GCA_000791985.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/791/985/GCF_000791985.1_AZPAE15030		
GCF_000792005.1	PRJNA224116	SAMN03105668	JTPX00000000.1	na	287	287	Pseudomonas aeruginosa	strain=AZPAE14971		latest	Scaffold	Major	Full	2014/12/04	AZPAE14971	AstraZeneca	GCA_000792005.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/792/005/GCF_000792005.1_AZPAE14971		
GCF_000792025.1	PRJNA224116	SAMN03105669	JTPW00000000.1	na	287	287	Pseudomonas aeruginosa	strain=AZPAE14972		latest	Scaffold	Major	Full	2014/12/04	AZPAE14972	AstraZeneca	GCA_000792025.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/792/025/GCF_000792025.1_AZPAE14972		
GCF_000792045.1	PRJNA224116	SAMN03105741	JTNC00000000.1	na	287	287	Pseudomonas aeruginosa	strain=AZPAE15044		latest	Scaffold	Major	Full	2014/12/04	AZPAE15044	AstraZeneca	GCA_000792045.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/792/045/GCF_000792045.1_AZPAE15044		
GCF_000792065.1	PRJNA224116	SAMN03105670	JTPV00000000.1	na	287	287	Pseudomonas aeruginosa	strain=AZPAE14973		latest	Scaffold	Major	Full	2014/12/04	AZPAE14973	AstraZeneca	GCA_000792065.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/792/065/GCF_000792065.1_AZPAE14973		
GCF_000792085.1	PRJNA224116	SAMN03105671	JTPU00000000.1	na	287	287	Pseudomonas aeruginosa	strain=AZPAE14974		latest	Scaffold	Major	Full	2014/12/04	AZPAE14974	AstraZeneca	GCA_000792085.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/792/085/GCF_000792085.1_AZPAE14974		
GCF_000792095.1	PRJNA224116	SAMN03105672	JTPT00000000.1	na	287	287	Pseudomonas aeruginosa	strain=AZPAE14975		latest	Scaffold	Major	Full	2014/12/04	AZPAE14975	AstraZeneca	GCA_000792095.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/792/095/GCF_000792095.1_AZPAE14975		
GCF_000792115.1	PRJNA224116	SAMN03105673	JTPS00000000.1	na	287	287	Pseudomonas aeruginosa	strain=AZPAE14976		latest	Scaffold	Major	Full	2014/12/04	AZPAE14976	AstraZeneca	GCA_000792115.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/792/115/GCF_000792115.1_AZPAE14976		
GCF_000792145.1	PRJNA224116	SAMN03105726	JTNR00000000.1	na	287	287	Pseudomonas aeruginosa	strain=AZPAE15029		latest	Scaffold	Major	Full	2014/12/04	AZPAE15029	AstraZeneca	GCA_000792145.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/792/145/GCF_000792145.1_AZPAE15029		
GCF_000792155.1	PRJNA224116	SAMN03105674	JTPR00000000.1	na	287	287	Pseudomonas aeruginosa	strain=AZPAE14977		latest	Scaffold	Major	Full	2014/12/04	AZPAE14977	AstraZeneca	GCA_000792155.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/792/155/GCF_000792155.1_AZPAE14977		
GCF_000792165.1	PRJNA224116	SAMN03105675	JTPQ00000000.1	na	287	287	Pseudomonas aeruginosa	strain=AZPAE14978		latest	Scaffold	Major	Full	2014/12/04	AZPAE14978	AstraZeneca	GCA_000792165.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/792/165/GCF_000792165.1_AZPAE14978		
GCF_000792205.1	PRJNA224116	SAMN03105676	JTPP00000000.1	na	287	287	Pseudomonas aeruginosa	strain=AZPAE14979		latest	Scaffold	Major	Full	2014/12/04	AZPAE14979	AstraZeneca	GCA_000792205.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/792/205/GCF_000792205.1_AZPAE14979		
GCF_000792225.1	PRJNA224116	SAMN03105677	JTPO00000000.1	na	287	287	Pseudomonas aeruginosa	strain=AZPAE14980		latest	Scaffold	Major	Full	2014/12/04	AZPAE14980	AstraZeneca	GCA_000792225.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/792/225/GCF_000792225.1_AZPAE14980		
GCF_000792245.1	PRJNA224116	SAMN03105678	JTPN00000000.1	na	287	287	Pseudomonas aeruginosa	strain=AZPAE14981		latest	Scaffold	Major	Full	2014/12/04	AZPAE14981	AstraZeneca	GCA_000792245.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/792/245/GCF_000792245.1_AZPAE14981		
GCF_000792265.1	PRJNA224116	SAMN03105725	JTNS00000000.1	na	287	287	Pseudomonas aeruginosa	strain=AZPAE15028		latest	Scaffold	Major	Full	2014/12/04	AZPAE15028	AstraZeneca	GCA_000792265.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/792/265/GCF_000792265.1_AZPAE15028		
